Linguistic,Musical,Bodily,Logical - Mathematical,Spatial-Visualization,Interpersonal,Intrapersonal,Naturalist,P1,P2,P3,P4,P5,P6,P7,P8,Course,recommended_career_target
18,9,11,19,7,16,13,9,3,1,1,3,1,3,1,0,Unknown,Marketing
17,10,13,15,8,16,13,11,3,0,1,3,0,3,1,0,Unknown,Marketing
17,9,12,19,6,17,12,7,1,0,0,3,0,3,1,0,Unknown,Marketing
19,5,12,17,6,17,12,5,3,0,1,3,1,3,1,0,Unknown,Marketing
19,7,11,18,8,16,14,5,1,1,0,3,0,3,1,3,Unknown,Marketing
18,6,12,15,8,18,14,8,3,1,1,3,0,1,1,1,Unknown,Marketing
18,6,12,15,9,17,12,6,1,0,1,3,1,3,1,0,Unknown,Marketing
16,8,13,20,7,17,11,6,3,0,1,3,0,3,1,0,Unknown,Marketing
19,7,14,19,8,15,11,7,3,0,1,3,0,3,1,0,Unknown,Marketing
19,9,13,17,8,17,12,9,3,0,0,3,0,1,1,1,Unknown,Marketing
18,10,13,19,6,18,11,8,1,0,0,3,1,3,1,0,Unknown,Marketing
18,11,12,16,8,18,13,6,1,0,1,3,1,3,3,0,Unknown,Marketing
20,7,15,18,5,17,13,9,3,1,1,3,1,3,3,0,Unknown,Marketing
16,9,15,16,6,16,12,9,3,0,0,3,0,3,1,1,Unknown,Marketing
19,8,11,20,5,16,13,9,3,1,1,3,0,3,1,1,Unknown,Marketing
17,10,12,17,6,16,12,10,1,0,1,3,0,1,1,0,Unknown,Marketing
17,6,13,17,7,17,15,11,3,0,0,3,1,1,1,0,Unknown,Marketing
17,8,13,18,6,17,13,7,1,0,0,3,1,3,1,0,Unknown,Marketing
17,6,14,17,6,17,13,8,3,1,0,3,0,1,1,1,Unknown,Marketing
17,8,15,18,8,16,14,5,1,0,1,3,0,3,1,0,Unknown,Marketing
18,8,7,17,8,13,16,12,3,0,0,3,1,1,3,0,Unknown,Marketing
17,6,12,18,7,17,14,5,3,1,1,3,1,3,1,0,Unknown,Marketing
16,9,9,18,8,17,12,6,1,1,0,3,0,3,1,1,Unknown,Marketing
18,9,13,15,6,18,15,8,3,1,1,3,0,1,1,0,Unknown,Marketing
15,5,13,19,5,14,13,9,3,0,0,3,0,1,1,1,Unknown,Marketing
19,9,12,18,6,15,11,9,3,0,0,3,0,3,1,0,Unknown,Marketing
16,7,13,18,7,18,11,8,1,1,1,3,0,3,1,0,Unknown,Marketing
15,7,13,19,6,17,14,8,3,0,1,3,1,1,1,0,Unknown,Marketing
17,6,11,16,5,16,12,7,3,1,1,3,0,1,1,1,Unknown,Marketing
16,9,12,17,7,17,13,6,1,0,0,3,0,3,1,0,Unknown,Marketing
5,8,12,20,12,18,18,13,1,1,0,3,1,3,3,3,Unknown,Marketing
17,8,11,20,6,16,12,9,1,0,1,3,0,1,1,0,Unknown,Marketing
18,8,14,17,6,19,13,8,3,0,1,3,0,3,1,0,Unknown,Marketing
19,7,12,16,11,15,12,10,3,0,3,3,0,1,1,0,Unknown,Marketing
17,8,13,17,10,15,11,8,3,1,1,3,1,3,1,0,Unknown,Marketing
18,8,13,16,7,17,13,7,3,1,1,3,0,3,1,0,Unknown,Marketing
18,9,12,17,10,18,11,7,3,1,0,3,3,1,1,0,Unknown,Marketing
17,8,12,18,9,14,12,7,1,1,1,3,0,3,1,0,Unknown,Marketing
17,9,12,15,7,18,13,8,3,0,0,3,0,3,1,0,Unknown,Marketing
18,9,14,17,6,17,12,7,3,0,1,3,0,1,1,1,Unknown,Marketing
17,6,13,17,9,18,12,8,3,1,1,3,0,3,1,0,Unknown,Marketing
19,7,14,17,5,19,14,9,3,0,1,3,0,3,1,0,Unknown,Marketing
18,14,8,16,7,13,12,12,3,1,0,3,0,0,3,1,Unknown,Marketing
17,6,11,19,8,18,13,7,1,0,1,3,1,1,1,1,Unknown,Marketing
18,9,12,16,7,16,11,7,3,0,0,3,0,1,1,0,Unknown,Marketing
16,5,13,15,7,15,13,5,0,0,0,3,0,3,1,0,Unknown,Marketing
12,5,14,18,14,12,16,18,1,0,1,3,3,1,3,3,Unknown,Marketing
17,9,12,15,13,18,12,7,3,1,0,3,0,3,1,0,Unknown,Marketing
15,8,12,18,6,17,12,7,3,0,1,3,0,1,1,1,Unknown,Marketing
16,10,13,20,5,16,11,9,1,0,1,3,0,3,1,0,Unknown,Marketing
17,9,15,18,9,18,13,5,3,1,3,3,0,1,1,0,Unknown,Marketing
16,7,13,19,11,16,11,8,1,0,1,3,1,3,1,1,Unknown,Marketing
20,5,16,17,7,19,11,5,3,0,0,3,0,3,1,1,Unknown,Marketing
18,9,13,16,6,17,12,8,3,1,0,3,1,1,1,1,Unknown,Marketing
15,7,12,17,5,18,11,10,1,0,0,3,0,1,1,0,Unknown,Marketing
19,7,12,15,6,17,14,6,1,0,1,3,0,1,1,0,Unknown,Marketing
18,9,13,20,6,14,13,11,3,1,1,3,0,3,1,1,Unknown,Marketing
19,6,12,16,8,18,13,8,1,0,1,3,1,1,1,0,Unknown,Marketing
14,9,12,16,10,16,14,7,3,1,1,3,0,3,3,0,Unknown,Marketing
18,7,13,17,11,16,13,8,3,0,1,3,0,3,1,0,Unknown,Marketing
20,9,11,17,5,17,12,5,3,1,0,3,1,3,1,3,Unknown,Marketing
20,8,12,17,7,17,11,6,3,0,0,3,0,1,1,0,Unknown,Marketing
14,7,14,16,8,18,13,7,1,1,1,3,0,3,1,1,Unknown,Marketing
17,5,12,20,9,15,11,7,1,0,1,3,0,3,1,0,Unknown,Marketing
17,8,13,17,6,16,11,5,3,0,1,3,0,1,1,0,Unknown,Marketing
17,8,13,19,6,16,11,7,1,0,1,3,0,3,1,1,Unknown,Marketing
14,6,13,16,9,16,11,10,3,0,1,3,0,3,1,0,Unknown,Marketing
16,8,12,17,7,16,11,6,3,0,3,3,0,1,1,0,Unknown,Marketing
17,8,12,17,7,19,11,8,3,0,1,3,1,3,1,0,Unknown,Marketing
17,9,12,17,7,17,12,8,3,0,0,3,0,3,1,1,Unknown,Marketing
18,7,12,17,6,18,12,7,1,0,0,3,1,1,1,0,Unknown,Marketing
17,7,13,19,9,16,11,5,3,0,1,3,0,3,1,0,Unknown,Marketing
17,11,12,15,6,16,13,8,1,0,0,3,0,3,3,1,Unknown,Marketing
12,6,8,15,10,17,19,5,1,0,0,3,1,1,3,0,Unknown,Marketing
16,7,12,18,5,20,14,7,3,0,1,3,0,1,1,0,Unknown,Marketing
19,8,13,18,7,20,13,10,3,0,0,3,1,3,1,0,Unknown,Marketing
16,7,10,19,8,15,11,7,1,1,3,3,0,3,1,0,Unknown,Marketing
18,8,14,16,8,20,11,5,1,0,1,3,1,3,1,0,Unknown,Marketing
12,7,9,18,7,17,18,7,0,1,0,3,0,1,3,1,Unknown,Marketing
19,9,13,19,6,19,12,7,3,1,1,3,0,3,1,0,Unknown,Marketing
17,9,12,20,5,16,12,6,3,0,1,3,0,1,1,1,Unknown,Marketing
18,6,13,18,7,17,12,9,3,0,1,3,0,1,1,0,Unknown,Marketing
17,12,8,18,5,12,18,13,3,1,1,3,0,1,1,0,Unknown,Marketing
19,5,12,15,7,17,11,9,3,1,1,3,1,3,1,1,Unknown,Marketing
18,7,13,20,8,17,12,8,3,0,1,3,0,1,1,1,Unknown,Marketing
17,7,12,16,8,19,14,8,1,1,0,3,0,3,1,0,Unknown,Marketing
17,9,14,19,6,16,11,9,3,0,0,3,0,3,1,0,Unknown,Marketing
19,11,10,19,7,16,13,7,3,1,1,3,0,3,1,0,Unknown,Marketing
18,6,14,19,9,17,13,7,3,1,1,3,0,3,1,0,Unknown,Marketing
20,8,12,18,6,16,11,9,1,0,1,3,0,3,1,0,Unknown,Marketing
16,10,14,18,9,14,14,8,1,0,1,3,0,1,1,0,Unknown,Marketing
18,10,13,17,9,17,13,7,1,1,1,3,0,0,1,0,Unknown,Marketing
20,6,12,17,5,16,14,9,1,1,1,3,0,1,1,1,Unknown,Marketing
16,9,12,17,11,14,13,9,3,0,1,3,0,1,1,0,Unknown,Marketing
20,6,14,18,8,16,13,7,1,1,1,3,0,3,1,0,Unknown,Marketing
20,5,11,20,8,16,13,10,1,1,1,3,0,3,1,0,Unknown,Marketing
19,7,12,17,6,17,12,6,1,0,1,3,0,1,1,0,Unknown,Marketing
18,8,14,15,7,19,11,6,1,0,0,3,1,3,1,0,Unknown,Marketing
19,7,12,18,7,19,13,7,3,0,1,3,0,3,1,1,Unknown,Marketing
17,5,12,16,8,19,12,10,1,0,1,3,1,1,1,0,Unknown,Marketing
19,8,13,17,7,16,13,11,3,1,1,3,0,1,1,1,Unknown,Marketing
19,5,14,18,8,15,14,7,3,1,1,3,1,1,1,0,Unknown,Marketing
18,5,15,17,5,17,11,10,1,1,0,3,0,1,1,1,Unknown,Marketing
17,6,14,15,8,16,12,7,3,1,1,3,0,3,1,1,Unknown,Marketing
14,7,14,18,12,19,15,6,3,0,0,3,0,3,3,0,Unknown,Marketing
20,9,12,18,8,18,12,6,3,1,1,3,1,1,3,0,Unknown,Marketing
18,8,12,18,7,18,12,5,3,0,1,3,0,3,1,0,Unknown,Marketing
18,8,14,16,9,17,13,9,1,0,0,3,0,3,1,0,Unknown,Marketing
20,8,14,18,9,17,12,7,3,0,1,3,1,3,1,0,Unknown,Marketing
16,6,14,18,7,19,11,10,3,0,1,3,0,3,1,1,Unknown,Marketing
16,8,14,18,9,18,12,5,3,0,1,3,0,1,1,1,Unknown,Marketing
18,5,12,16,5,16,11,11,1,1,1,3,1,3,1,1,Unknown,Marketing
17,7,11,17,10,17,14,9,3,1,0,3,0,1,1,0,Unknown,Marketing
16,9,12,19,7,14,11,5,1,0,1,3,0,3,1,1,Unknown,Marketing
19,11,13,18,6,16,11,11,1,0,3,3,1,3,1,0,Unknown,Marketing
18,7,11,20,5,15,14,10,1,0,1,3,1,3,1,1,Unknown,Marketing
19,8,12,17,5,16,12,6,3,1,1,3,1,1,1,1,Unknown,Marketing
16,9,11,16,7,18,15,7,3,1,1,3,0,1,1,1,Unknown,Marketing
19,9,13,18,9,17,12,8,3,0,1,3,0,3,1,1,Unknown,Marketing
20,7,12,18,9,18,12,11,3,0,1,3,0,3,1,0,Unknown,Marketing
16,7,13,18,5,16,11,6,3,0,3,3,0,1,1,1,Unknown,Marketing
20,8,13,16,6,19,15,9,3,1,1,3,1,1,1,0,Unknown,Marketing
18,8,13,18,8,18,14,7,1,1,1,3,0,1,1,1,Unknown,Marketing
17,8,13,19,5,17,13,7,3,0,1,3,0,1,1,1,Unknown,Marketing
18,10,12,16,6,18,12,8,1,0,1,3,0,3,1,0,Unknown,Marketing
19,6,13,18,9,15,12,7,3,0,1,3,0,3,1,0,Unknown,Marketing
16,8,12,15,6,17,15,10,3,0,1,3,1,3,3,1,Unknown,Marketing
17,7,11,17,7,17,14,5,3,0,1,3,0,3,1,0,Unknown,Marketing
20,7,12,16,8,17,11,9,3,0,0,3,0,3,3,0,Unknown,Marketing
19,5,15,16,5,16,12,6,3,0,1,3,0,3,1,0,Unknown,Marketing
19,7,10,18,8,18,12,8,1,1,1,3,1,3,1,3,Unknown,Marketing
18,7,12,18,6,17,14,9,3,0,1,3,1,3,3,0,Unknown,Marketing
17,8,8,15,8,12,19,15,3,0,0,3,0,0,3,1,Unknown,Marketing
13,6,18,18,13,8,13,20,0,1,3,3,1,0,1,3,Unknown,Marketing
9,8,13,19,14,20,20,14,1,0,1,3,0,3,3,0,Unknown,Marketing
19,5,14,20,9,16,14,11,3,1,1,3,0,3,1,0,Unknown,Marketing
18,11,13,20,9,14,11,5,3,0,0,3,0,3,1,1,Unknown,Marketing
16,10,12,20,8,18,14,9,1,1,1,3,0,3,1,0,Unknown,Marketing
20,6,13,17,8,16,13,9,1,0,1,3,0,1,1,0,Unknown,Marketing
19,5,12,17,9,15,11,8,3,0,0,3,1,3,1,0,Unknown,Marketing
20,9,12,16,7,15,13,11,3,1,0,3,0,3,1,0,Unknown,Marketing
17,5,12,18,10,16,14,8,3,0,1,3,0,1,3,1,Unknown,Marketing
17,9,12,18,5,19,11,7,3,1,1,3,0,1,1,0,Unknown,Marketing
18,10,12,19,7,19,14,9,3,0,1,3,1,3,1,0,Unknown,Marketing
18,7,13,18,9,17,11,6,1,0,1,3,0,3,1,0,Unknown,Marketing
18,8,15,19,6,17,13,5,3,1,1,3,1,3,1,0,Unknown,Marketing
19,6,14,20,7,19,13,8,1,0,0,3,0,3,1,1,Unknown,Marketing
19,9,14,15,7,15,12,8,3,0,1,3,1,1,3,0,Unknown,Marketing
18,5,14,16,9,15,14,7,3,0,1,3,0,3,1,1,Unknown,Marketing
15,5,12,16,7,17,12,6,3,0,1,3,0,1,1,1,Unknown,Marketing
17,7,13,17,6,16,12,5,3,0,1,3,0,3,1,1,Unknown,Marketing
18,8,12,20,7,18,11,7,3,0,1,3,0,3,1,0,Unknown,Marketing
14,7,13,17,7,19,14,8,3,0,1,3,0,1,1,0,Unknown,Marketing
17,5,11,18,6,18,11,5,3,1,1,3,0,3,1,0,Unknown,Marketing
18,9,12,16,10,18,12,9,3,0,1,3,0,3,3,0,Unknown,Marketing
17,5,13,18,6,18,14,6,3,0,1,3,0,3,1,0,Unknown,Marketing
18,8,13,17,13,16,18,5,3,1,1,3,1,3,3,0,Unknown,Marketing
19,12,8,15,5,13,19,13,3,0,1,3,0,1,3,0,Unknown,Marketing
17,8,13,15,8,18,12,12,3,1,0,3,0,3,3,0,Unknown,Marketing
18,6,11,18,7,16,11,9,1,0,0,3,0,3,3,0,Unknown,Marketing
14,5,8,16,8,17,18,7,1,1,1,3,1,3,1,1,Unknown,Marketing
18,8,11,16,8,16,13,7,1,0,1,3,0,3,1,0,Unknown,Marketing
16,8,12,18,7,17,12,6,1,0,1,3,1,3,1,0,Unknown,Marketing
17,9,12,15,8,14,11,10,3,0,0,3,0,3,1,1,Unknown,Marketing
19,6,12,18,10,17,14,6,3,1,0,3,1,1,1,0,Unknown,Marketing
19,7,14,18,11,16,15,7,3,0,0,3,1,3,1,1,Unknown,Marketing
19,9,14,19,9,16,12,5,3,1,1,3,0,3,1,0,Unknown,Marketing
19,9,13,19,9,17,11,8,1,1,1,3,0,3,1,0,Unknown,Marketing
18,5,14,16,9,16,13,8,3,1,0,3,0,3,1,0,Unknown,Marketing
17,9,13,16,7,19,12,5,3,1,3,3,0,3,1,1,Unknown,Marketing
18,9,10,20,7,19,13,6,3,1,1,3,1,1,1,0,Unknown,Marketing
15,11,11,15,11,18,11,8,3,1,3,3,1,3,1,1,Unknown,Marketing
19,7,11,16,5,18,13,6,3,1,1,3,0,3,1,1,Unknown,Marketing
19,7,12,18,8,16,11,7,3,0,1,3,1,3,1,0,Unknown,Marketing
17,9,14,18,9,17,13,7,3,1,1,3,1,1,3,1,Unknown,Marketing
18,9,12,20,5,17,13,5,3,0,1,3,0,1,1,1,Unknown,Marketing
19,6,11,18,9,17,12,8,3,0,1,3,0,3,3,0,Unknown,Marketing
18,6,14,15,8,19,13,8,3,0,0,3,0,3,1,0,Unknown,Marketing
18,8,12,16,9,17,13,6,1,0,1,3,0,3,1,0,Unknown,Marketing
17,6,10,18,7,17,12,8,1,0,1,3,0,3,1,0,Unknown,Marketing
18,6,13,15,5,18,13,6,3,1,0,3,0,3,1,0,Unknown,Marketing
20,9,9,16,5,19,12,10,1,1,1,3,0,1,1,0,Unknown,Marketing
16,7,12,18,7,15,11,8,1,0,0,3,0,3,1,1,Unknown,Marketing
17,5,12,18,9,16,15,8,3,1,1,3,1,3,3,1,Unknown,Marketing
18,6,11,19,7,17,13,7,3,1,1,3,0,3,1,0,Unknown,Marketing
18,6,11,16,8,16,11,7,3,0,0,3,0,3,1,0,Unknown,Marketing
20,7,13,19,5,18,14,7,3,1,0,3,0,3,1,1,Unknown,Marketing
19,8,11,15,6,17,12,8,1,0,1,3,0,1,1,0,Unknown,Marketing
16,7,11,19,6,19,15,8,3,1,0,3,0,1,1,1,Unknown,Marketing
19,9,14,19,7,17,12,9,3,1,1,3,1,3,1,1,Unknown,Marketing
19,9,11,17,9,15,12,7,3,0,1,3,1,3,1,1,Unknown,Marketing
18,6,12,17,5,19,14,9,3,0,1,3,0,3,1,0,Unknown,Marketing
17,7,12,20,12,16,12,8,3,0,1,3,1,1,1,0,Unknown,Marketing
18,8,11,19,7,16,12,10,3,0,1,3,0,3,1,0,Unknown,Marketing
16,9,14,17,6,16,12,8,1,1,3,3,0,1,1,0,Unknown,Marketing
15,7,12,15,6,17,12,6,1,1,1,3,0,3,1,0,Unknown,Marketing
16,7,13,19,8,17,14,6,3,0,1,3,0,3,1,0,Unknown,Marketing
18,6,13,19,5,16,13,7,3,0,1,3,0,3,1,0,Unknown,Marketing
17,8,13,20,8,18,12,5,3,1,1,3,1,3,1,0,Unknown,Marketing
19,9,11,19,5,18,11,8,3,1,1,3,1,1,1,0,Unknown,Marketing
15,5,16,20,5,19,12,6,3,0,0,3,1,3,1,0,Unknown,Marketing
17,8,14,18,7,16,13,7,3,0,1,3,1,1,3,0,Unknown,Marketing
17,8,13,17,6,18,11,11,3,0,1,3,1,3,1,1,Unknown,Marketing
16,9,13,16,8,18,13,10,3,1,0,3,0,1,1,0,Unknown,Marketing
17,6,14,17,7,20,11,6,1,0,1,3,1,1,1,0,Unknown,Marketing
16,5,12,19,7,18,11,9,3,1,0,3,0,3,1,0,Unknown,Marketing
18,5,11,15,6,16,13,6,1,0,1,3,0,3,1,0,Unknown,Marketing
10,7,11,18,19,14,15,15,0,0,0,3,3,1,1,3,Unknown,Marketing
16,7,14,18,7,16,13,7,3,0,0,3,0,3,1,1,Unknown,Marketing
17,7,13,16,7,17,11,8,1,1,1,3,0,1,1,0,Unknown,Marketing
18,7,14,16,5,18,13,7,3,0,1,3,0,1,1,1,Unknown,Marketing
17,8,13,18,7,19,14,5,3,0,1,3,1,0,1,0,Unknown,Marketing
17,7,13,16,6,18,13,9,1,1,1,3,1,1,1,0,Unknown,Marketing
18,7,11,17,5,18,13,9,3,0,1,3,1,3,1,1,Unknown,Marketing
17,6,14,20,6,19,13,8,3,1,1,3,0,3,1,0,Unknown,Marketing
17,8,14,15,7,18,13,9,3,1,1,3,0,3,1,1,Unknown,Marketing
16,8,14,16,14,20,14,7,3,0,1,3,0,3,3,1,Unknown,Marketing
18,5,13,17,8,17,12,10,3,1,1,3,1,3,1,0,Unknown,Marketing
16,9,12,19,8,17,13,6,3,0,0,3,0,3,1,1,Unknown,Marketing
20,8,14,16,8,15,15,8,1,0,0,3,0,1,1,0,Unknown,Marketing
18,10,13,18,7,16,11,9,3,0,0,3,0,1,1,1,Unknown,Marketing
18,8,14,16,8,18,13,5,3,0,0,3,1,3,1,1,Unknown,Marketing
16,7,12,15,8,15,11,8,3,0,1,3,0,3,1,0,Unknown,Marketing
18,11,10,16,7,16,12,9,1,0,0,3,1,1,1,1,Unknown,Marketing
17,8,17,17,8,15,14,8,3,0,1,3,0,3,1,1,Unknown,Marketing
10,5,8,20,5,18,18,9,0,1,0,3,0,3,1,0,Unknown,Marketing
18,8,13,18,8,17,14,7,1,0,0,3,1,1,3,0,Unknown,Marketing
17,5,15,18,6,17,13,8,3,1,0,3,0,3,1,1,Unknown,Marketing
17,7,10,17,7,16,13,6,1,0,1,3,0,3,3,0,Unknown,Marketing
20,7,15,15,9,16,13,10,3,0,1,3,0,3,1,1,Unknown,Marketing
15,10,14,20,7,17,12,7,3,1,1,3,0,3,1,1,Unknown,Marketing
17,10,12,16,7,15,12,6,3,0,1,3,0,3,1,0,Unknown,Marketing
16,5,16,16,9,17,14,10,3,0,3,3,0,1,1,1,Unknown,Marketing
20,7,12,18,6,14,13,7,1,1,1,3,0,3,1,1,Unknown,Marketing
18,9,13,20,7,18,13,10,3,0,1,3,0,1,1,0,Unknown,Marketing
18,8,12,20,8,16,13,9,3,0,1,3,0,3,1,0,Unknown,Marketing
18,9,11,19,11,17,13,6,1,0,0,3,0,3,1,0,Unknown,Marketing
14,7,11,15,5,18,14,7,1,0,1,3,0,0,1,1,Unknown,Marketing
10,7,8,20,5,20,18,12,3,0,1,3,0,3,3,1,Unknown,Writer
16,12,8,19,8,14,17,14,3,1,1,3,0,0,3,0,Unknown,Writer
20,12,7,15,7,13,15,12,3,1,0,3,1,0,3,1,Unknown,Writer
16,11,8,16,5,13,17,12,1,1,1,3,0,1,3,0,Unknown,Writer
18,12,9,20,8,13,18,13,1,0,0,3,1,0,3,1,Unknown,Writer
19,11,8,18,7,13,13,13,3,1,0,3,0,1,1,1,Unknown,Writer
18,12,7,18,6,14,16,13,1,0,0,3,0,1,3,0,Unknown,Writer
16,14,9,20,5,11,20,12,3,1,0,3,0,1,3,1,Unknown,Writer
17,13,9,20,6,11,14,12,3,0,1,3,0,1,3,1,Unknown,Writer
19,13,9,20,7,13,17,13,3,0,1,3,0,0,1,0,Unknown,Writer
16,11,8,17,6,12,15,13,3,1,1,3,1,1,3,1,Unknown,Writer
17,14,6,18,6,12,20,13,3,1,1,3,3,1,1,1,Unknown,Writer
18,12,8,15,5,14,19,13,3,1,0,3,0,1,3,1,Unknown,Writer
18,14,8,19,5,13,15,11,3,1,0,3,1,1,3,0,Unknown,Writer
17,13,7,17,6,13,19,14,3,1,0,3,0,0,3,1,Unknown,Writer
17,12,8,18,6,13,16,13,3,0,1,3,0,1,1,1,Unknown,Writer
19,13,8,19,5,12,18,14,3,1,1,3,0,1,1,0,Unknown,Writer
19,14,9,16,5,15,17,13,1,0,1,3,0,1,1,0,Unknown,Writer
17,14,8,18,7,13,18,13,1,1,0,3,0,0,3,3,Unknown,Writer
17,14,7,18,5,12,20,12,1,1,0,3,0,0,3,0,Unknown,Writer
16,14,9,15,6,13,17,13,3,0,0,3,1,3,3,1,Unknown,Writer
17,13,7,19,5,13,17,12,3,1,0,3,0,1,3,1,Unknown,Writer
17,14,8,20,5,13,16,13,1,1,1,3,1,1,3,1,Unknown,Writer
18,13,8,17,7,12,20,13,1,1,0,3,0,0,1,1,Unknown,Writer
19,13,8,16,7,12,18,13,3,1,0,3,0,1,1,1,Unknown,Writer
20,14,7,16,6,13,18,12,3,0,0,3,1,1,3,1,Unknown,Writer
19,12,9,19,5,13,18,13,3,1,0,3,0,0,1,3,Unknown,Writer
18,14,6,17,6,12,18,13,3,1,0,3,0,0,1,1,Unknown,Writer
17,14,8,17,5,13,19,13,1,1,0,3,0,1,1,1,Unknown,Writer
20,14,7,18,7,13,19,13,3,1,0,3,0,1,3,1,Unknown,Writer
18,13,9,19,6,12,17,12,3,1,0,3,1,0,3,0,Unknown,Writer
19,13,8,16,6,13,20,14,3,0,0,3,0,1,3,3,Unknown,Writer
17,12,7,19,5,13,15,12,3,1,0,3,0,1,3,1,Unknown,Writer
19,12,9,20,6,14,17,13,3,1,0,3,0,0,1,1,Unknown,Writer
19,13,10,17,5,13,17,13,3,1,1,3,0,0,3,1,Unknown,Writer
11,6,17,16,12,8,12,17,1,0,3,3,0,0,1,3,Unknown,Writer
18,13,8,15,7,11,17,12,3,1,0,3,0,1,1,0,Unknown,Writer
17,14,7,17,6,13,20,14,1,1,0,3,0,0,1,1,Unknown,Writer
17,13,7,19,7,12,18,12,3,1,0,3,0,3,1,1,Unknown,Writer
16,13,8,20,8,13,14,13,3,1,0,3,1,1,3,1,Unknown,Writer
17,12,8,18,5,12,19,12,3,0,0,3,0,1,3,1,Unknown,Writer
18,12,8,17,5,13,17,14,1,1,0,3,0,0,1,1,Unknown,Writer
16,14,7,18,6,13,18,12,3,1,1,3,0,1,3,0,Unknown,Writer
17,13,8,17,6,13,19,14,3,1,1,3,0,3,3,0,Unknown,Writer
17,13,9,19,6,12,17,13,3,1,0,3,0,1,3,1,Unknown,Writer
18,14,9,20,6,13,18,13,3,1,0,3,0,1,1,1,Unknown,Writer
18,12,9,17,7,12,19,13,3,1,0,3,1,1,1,1,Unknown,Writer
20,12,9,20,6,13,17,14,3,1,0,3,0,1,3,3,Unknown,Writer
19,13,7,15,7,13,18,13,3,1,1,3,0,1,3,1,Unknown,Writer
16,13,8,17,6,12,18,11,3,0,0,3,0,0,3,3,Unknown,Writer
17,12,8,19,7,14,18,13,3,0,0,3,0,1,1,1,Unknown,Writer
17,12,7,17,8,14,19,14,1,0,1,3,0,1,3,1,Unknown,Writer
16,13,8,17,6,13,17,13,1,1,1,3,0,1,3,1,Unknown,Writer
18,11,7,17,7,13,20,12,3,1,0,3,0,1,3,0,Unknown,Writer
18,14,7,16,6,12,19,14,3,0,0,3,0,0,3,1,Unknown,Writer
18,12,8,18,7,13,18,14,3,0,0,3,0,1,3,1,Unknown,Writer
19,13,9,18,7,13,17,12,3,1,0,3,0,1,3,1,Unknown,Writer
8,9,14,19,13,16,16,15,1,0,1,3,0,3,3,0,Unknown,Writer
18,14,7,20,5,13,17,13,3,1,0,3,1,1,3,0,Unknown,Writer
15,13,8,18,7,13,16,12,3,1,0,3,1,3,1,0,Unknown,Writer
18,13,7,18,7,14,16,14,3,1,1,3,0,0,1,1,Unknown,Writer
18,14,8,18,5,12,19,13,3,1,0,3,1,1,3,1,Unknown,Writer
20,8,13,17,10,17,17,6,3,0,1,3,1,3,3,0,Unknown,Writer
18,12,8,19,6,13,17,12,3,1,0,3,1,1,1,1,Unknown,Writer
18,13,7,19,5,13,18,13,1,1,1,3,0,3,3,1,Unknown,Writer
15,13,8,15,5,13,16,12,3,1,1,3,0,1,3,1,Unknown,Writer
19,14,7,16,8,15,18,12,3,0,0,3,0,1,3,0,Unknown,Writer
18,12,8,20,6,13,19,12,3,1,0,3,0,0,1,0,Unknown,Writer
13,6,12,19,19,12,20,16,0,0,1,3,3,0,3,1,Unknown,Writer
13,11,7,19,10,17,18,11,0,0,1,3,0,3,1,1,Unknown,Writer
19,13,7,17,6,13,17,12,3,1,0,3,0,1,3,0,Unknown,Writer
18,5,7,16,8,13,20,13,3,0,0,3,0,1,3,1,Unknown,Writer
16,13,9,17,6,13,18,13,1,1,0,3,1,1,1,1,Unknown,Writer
16,13,7,20,5,11,18,12,3,0,0,3,0,1,3,1,Unknown,Writer
16,14,9,16,5,13,19,13,3,0,0,3,0,0,3,0,Unknown,Writer
18,13,8,19,6,14,17,12,3,0,0,3,0,0,3,0,Unknown,Writer
20,14,7,15,5,13,20,13,3,1,0,3,0,1,3,1,Unknown,Writer
19,14,6,17,5,14,20,14,1,1,0,3,0,1,1,0,Unknown,Writer
17,14,8,19,6,13,19,13,3,1,0,3,1,3,1,1,Unknown,Writer
17,12,7,16,6,12,18,13,3,1,1,3,0,1,3,1,Unknown,Writer
12,7,15,18,20,10,16,19,0,0,0,3,3,0,1,3,Unknown,Writer
18,13,8,20,5,13,17,13,3,1,1,3,1,1,3,1,Unknown,Writer
19,14,7,18,7,14,18,12,3,0,1,3,0,1,3,1,Unknown,Writer
18,14,8,16,5,10,19,12,3,1,0,3,1,1,3,0,Unknown,Writer
19,13,8,18,8,15,16,14,3,1,0,3,0,1,1,0,Unknown,Writer
19,13,9,18,5,13,18,13,3,1,1,3,0,0,1,1,Unknown,Writer
19,13,7,17,6,13,17,12,3,1,0,3,0,0,3,1,Unknown,Writer
17,13,9,18,5,14,16,13,3,1,0,3,0,0,1,1,Unknown,Writer
18,12,7,19,5,13,19,15,3,1,0,3,1,0,3,1,Unknown,Writer
18,13,7,16,6,13,20,13,3,1,0,3,0,1,1,1,Unknown,Writer
19,14,9,17,5,14,18,12,1,1,0,3,0,3,3,1,Unknown,Writer
18,13,7,20,5,13,18,13,3,1,0,3,0,1,3,1,Unknown,Writer
17,13,8,15,6,13,15,13,3,1,1,3,1,0,3,1,Unknown,Writer
18,14,8,17,6,12,19,13,3,1,0,3,0,0,3,3,Unknown,Writer
17,13,9,17,6,14,19,11,3,1,1,3,1,1,1,1,Unknown,Writer
